datetime_et,open,high,low,close,volume
2024-01-02 07:30,16667.3,16686.6,16532.67,16532.82,0
2024-01-02 08:30,16532.96,16593.83,16513.43,16592.47,0
2024-01-02 09:30,16592.52,16610.75,16580.7,16580.7,0
2024-01-02 10:30,16580.6,16608.86,16533.62,16562.51,0
2024-01-02 11:30,16562.59,16565.89,16497.89,16528.1,0
2024-01-02 12:30,16528.06,16530.95,16453.15,16478.47,0
2024-01-02 13:00,16478.02,16549.83,16463.44,16543.94,0
2024-01-03 07:30,16413.26,16471.08,16385.7,16412.9,0
2024-01-03 08:30,16412.6,16440.81,16376.3,16418.81,0
2024-01-03 09:30,16418.86,16426.01,16378.69,16406.86,0
2024-01-03 10:30,16406.99,16442.51,16400.88,16417.16,0
2024-01-03 11:30,16417.2,16451.51,16364.95,16449.33,0
2024-01-03 12:30,16449.35,16453.38,16377.55,16391.76,0
2024-01-03 13:00,16391.84,16408.06,16352.14,16368.49,0
2024-01-04 07:30,16290.78,16369.52,16289.32,16349.95,0
2024-01-04 08:30,16349.14,16419.44,16344.53,16395.32,0
2024-01-04 09:30,16395.78,16411.7,16346.53,16357.91,0
2024-01-04 10:30,16357.96,16362.14,16327.27,16362.14,0
2024-01-04 11:30,16362.29,16366.91,16314.84,16315.1,0
2024-01-04 12:30,16315.7,16348.56,16308.98,16324.65,0
2024-01-04 13:00,16324.42,16337.62,16276.43,16282.01,0
2024-01-05 07:30,16281.74,16395.66,16281.74,16374.12,0
2024-01-05 08:30,16374.26,16415.39,16364.06,16372.58,0
2024-01-05 09:30,16372.31,16372.44,16297.28,16299.61,0
2024-01-05 10:30,16299.46,16327.84,16277.59,16327.84,0
2024-01-05 11:30,16327.79,16348.41,16315.02,16322.88,0
2024-01-05 12:30,16323.14,16329.51,16249.19,16257.22,0
2024-01-05 13:00,16257.24,16312.87,16249.52,16305.98,0
2024-01-08 07:30,16354.22,16492.0,16349.39,16488.03,0
2024-01-08 08:30,16488.23,16512.7,16485.5,16494.05,0
2024-01-08 09:30,16494.12,16536.25,16493.96,16525.12,0
2024-01-08 10:30,16525.04,16562.48,16524.39,16556.72,0
2024-01-08 11:30,16556.76,16602.97,16555.07,16602.6,0
2024-01-08 12:30,16602.83,16634.64,16600.45,16620.58,0
2024-01-08 13:00,16620.48,16655.23,16619.54,16649.88,0
2024-01-09 07:30,16531.96,16594.83,16513.74,16575.8,0
2024-01-09 08:30,16575.59,16630.65,16563.06,16627.96,0
2024-01-09 09:30,16628.25,16682.12,16623.22,16673.18,0
2024-01-09 10:30,16673.23,16710.88,16652.58,16653.3,0
2024-01-09 11:30,16653.6,16699.39,16647.43,16665.78,0
2024-01-09 12:30,16665.9,16683.8,16650.09,16668.8,0
2024-01-09 13:00,16668.63,16684.0,16629.45,16678.7,0
2024-01-10 07:30,16702.55,16726.26,16654.74,16712.39,0
2024-01-10 08:30,16712.05,16745.16,16705.37,16715.83,0
2024-01-10 09:30,16715.78,16743.35,16707.22,16743.22,0
2024-01-10 10:30,16742.68,16775.68,16738.44,16757.0,0
2024-01-10 11:30,16756.95,16810.51,16755.08,16799.87,0
2024-01-10 12:30,16799.78,16827.37,16773.67,16786.71,0
2024-01-10 13:00,16786.38,16798.88,16744.11,16793.04,0
2024-01-11 07:30,16852.19,16898.16,16687.92,16759.29,0
2024-01-11 08:30,16760.57,16777.14,16638.25,16650.58,0
2024-01-11 09:30,16650.65,16675.38,16618.86,16658.25,0
2024-01-11 10:30,16657.89,16753.44,16650.45,16752.58,0
2024-01-11 11:30,16752.5,16809.56,16741.91,16808.83,0
2024-01-11 12:30,16808.96,16837.96,16785.76,16808.45,0
2024-01-11 13:00,16808.73,16831.32,16788.75,16820.9,0
2024-01-12 07:30,16855.0,16900.37,16801.71,16839.84,0
2024-01-12 08:30,16839.96,16851.26,16776.92,16842.99,0
2024-01-12 09:30,16842.78,16844.12,16782.32,16807.08,0
2024-01-12 10:30,16807.93,16834.81,16794.76,16831.59,0
2024-01-12 11:30,16831.55,16850.73,16825.47,16829.66,0
2024-01-12 12:30,16829.79,16830.15,16795.44,16815.94,0
2024-01-12 13:00,16816.2,16838.72,16812.23,16832.92,0
2024-01-16 07:30,16775.1,16865.26,16726.59,16864.0,0
2024-01-16 08:30,16863.52,16895.33,16804.58,16869.05,0
2024-01-16 09:30,16869.09,16878.33,16774.16,16774.98,0
2024-01-16 10:30,16775.92,16808.15,16760.64,16802.27,0
2024-01-16 11:30,16802.18,16811.78,16730.58,16749.84,0
2024-01-16 12:30,16750.02,16806.4,16748.86,16797.09,0
2024-01-16 13:00,16796.97,16833.06,16786.57,16830.71,0
2024-01-17 07:30,16705.51,16711.88,16561.49,16613.86,0
2024-01-17 08:30,16613.88,16696.36,16602.05,16690.52,0
2024-01-17 09:30,16690.22,16708.5,16654.48,16655.81,0
2024-01-17 10:30,16655.78,16689.82,16629.45,16633.28,0
2024-01-17 11:30,16633.79,16678.02,16605.84,16676.83,0
2024-01-17 12:30,16676.47,16706.16,16666.11,16676.34,0
2024-01-17 13:00,16676.44,16749.11,16675.8,16736.28,0
2024-01-18 07:30,16894.33,16924.88,16863.39,16913.48,0
2024-01-18 08:30,16913.02,16959.51,16885.26,16959.51,0
2024-01-18 09:30,16960.02,16970.24,16869.26,16890.82,0
2024-01-18 10:30,16890.83,16896.47,16818.13,16836.6,0
2024-01-18 11:30,16836.6,16974.07,16835.55,16971.99,0
2024-01-18 12:30,16972.02,16983.63,16938.7,16978.47,0
2024-01-18 13:00,16978.4,16996.98,16961.91,16982.29,0
2024-01-19 07:30,17060.14,17099.72,17041.85,17075.84,0
2024-01-19 08:30,17076.09,17139.6,17068.48,17124.78,0
2024-01-19 09:30,17124.82,17160.45,17100.32,17156.17,0
2024-01-19 10:30,17155.83,17225.4,17155.83,17224.26,0
2024-01-19 11:30,17224.42,17301.96,17224.31,17275.43,0
2024-01-19 12:30,17275.3,17314.55,17256.68,17298.86,0
2024-01-19 13:00,17298.85,17317.21,17294.66,17314.01,0
2024-01-22 07:30,17403.62,17450.3,17344.54,17344.54,0
2024-01-22 08:30,17343.9,17369.91,17311.88,17366.96,0
2024-01-22 09:30,17366.72,17383.5,17335.74,17368.51,0
2024-01-22 10:30,17368.44,17369.41,17309.86,17315.71,0
2024-01-22 11:30,17315.78,17358.54,17315.7,17335.09,0
2024-01-22 12:30,17334.94,17360.53,17326.66,17356.12,0
2024-01-22 13:00,17356.15,17358.91,17326.67,17330.38,0
2024-01-23 07:30,17346.95,17360.12,17286.02,17337.93,0
2024-01-23 08:30,17337.56,17352.4,17313.19,17313.44,0
2024-01-23 09:30,17313.65,17342.78,17306.13,17329.26,0
2024-01-23 10:30,17329.2,17367.1,17321.35,17352.28,0
2024-01-23 11:30,17352.28,17360.61,17336.36,17342.38,0
2024-01-23 12:30,17341.96,17394.75,17340.27,17380.43,0
2024-01-23 13:00,17380.4,17410.86,17372.65,17404.2,0
2024-01-24 07:30,17562.32,17592.36,17514.5,17586.0,0
2024-01-24 08:30,17587.17,17636.76,17567.04,17584.03,0
2024-01-24 09:30,17584.99,17644.86,17578.38,17644.86,0
2024-01-24 10:30,17645.06,17665.26,17600.78,17627.08,0
2024-01-24 11:30,17627.03,17627.03,17513.02,17533.69,0
2024-01-24 12:30,17533.71,17566.19,17489.24,17493.25,0
2024-01-24 13:00,17493.35,17539.45,17481.97,17499.3,0
2024-01-25 07:30,17589.27,17616.59,17536.36,17614.9,0
2024-01-25 08:30,17615.07,17616.21,17566.1,17604.16,0
2024-01-25 09:30,17604.15,17631.34,17552.06,17553.18,0
2024-01-25 10:30,17553.35,17560.62,17496.83,17504.37,0
2024-01-25 11:30,17503.8,17525.7,17430.38,17460.26,0
2024-01-25 12:30,17460.08,17499.95,17445.61,17481.38,0
2024-01-25 13:00,17482.13,17519.72,17482.07,17516.99,0
2024-01-26 07:30,17432.87,17470.76,17395.54,17469.38,0
2024-01-26 08:30,17469.6,17513.82,17466.22,17496.14,0
2024-01-26 09:30,17496.18,17514.76,17466.04,17475.65,0
2024-01-26 10:30,17475.77,17475.77,17405.62,17430.01,0
2024-01-26 11:30,17429.84,17432.81,17395.7,17413.28,0
2024-01-26 12:30,17413.35,17459.76,17406.27,17423.38,0
2024-01-26 13:00,17423.31,17429.41,17406.14,17421.01,0
2024-01-29 07:30,17438.03,17471.34,17418.61,17448.6,0
2024-01-29 08:30,17447.9,17450.84,17414.62,17450.05,0
2024-01-29 09:30,17450.22,17493.42,17445.85,17486.14,0
2024-01-29 10:30,17486.38,17495.86,17470.85,17485.62,0
2024-01-29 11:30,17485.55,17510.34,17474.24,17507.76,0
2024-01-29 12:30,17507.69,17603.95,17506.11,17599.55,0
2024-01-29 13:00,17599.81,17601.31,17570.06,17596.27,0
2024-01-30 07:30,17556.49,17578.46,17515.7,17546.58,0
2024-01-30 08:30,17545.57,17557.34,17510.35,17532.57,0
2024-01-30 09:30,17532.82,17542.88,17471.26,17473.44,0
2024-01-30 10:30,17474.05,17492.46,17448.16,17491.02,0
2024-01-30 11:30,17490.94,17491.81,17443.77,17477.71,0
2024-01-30 12:30,17477.95,17498.71,17470.4,17489.91,0
2024-01-30 13:00,17489.89,17490.72,17470.75,17476.71,0
2024-01-31 07:30,17269.98,17325.8,17216.13,17216.67,0
2024-01-31 08:30,17216.12,17247.16,17183.34,17228.59,0
2024-01-31 09:30,17228.34,17264.65,17219.67,17256.16,0
2024-01-31 10:30,17256.1,17297.37,17231.73,17275.79,0
2024-01-31 11:30,17276.05,17291.16,17212.81,17224.72,0
2024-01-31 12:30,17224.31,17375.32,17147.87,17184.33,0
2024-01-31 13:00,17184.16,17184.52,17128.74,17137.24,0
2024-02-01 07:30,17216.99,17273.1,17182.78,17269.2,0
2024-02-01 08:30,17269.49,17271.33,17175.83,17193.59,0
2024-02-01 09:30,17193.96,17291.94,17189.9,17250.94,0
2024-02-01 10:30,17251.05,17314.77,17239.98,17282.94,0
2024-02-01 11:30,17283.08,17311.59,17252.76,17296.99,0
2024-02-01 12:30,17297.83,17352.33,17288.51,17347.41,0
2024-02-01 13:00,17347.67,17356.76,17311.96,17344.71,0
2024-02-02 07:30,17415.94,17534.19,17378.38,17489.39,0
2024-02-02 08:30,17490.07,17589.85,17464.25,17587.3,0
2024-02-02 09:30,17587.2,17656.5,17579.81,17654.7,0
2024-02-02 10:30,17654.72,17663.5,17577.75,17614.31,0
2024-02-02 11:30,17615.12,17674.23,17594.43,17656.96,0
2024-02-02 12:30,17656.94,17680.73,17645.48,17669.33,0
2024-02-02 13:00,17669.41,17682.29,17639.98,17642.73,0
2024-02-05 07:30,17634.69,17651.72,17514.58,17537.37,0
2024-02-05 08:30,17537.44,17541.0,17469.62,17534.76,0
2024-02-05 09:30,17534.68,17605.22,17529.94,17605.18,0
2024-02-05 10:30,17605.38,17628.24,17592.29,17593.09,0
2024-02-05 11:30,17592.95,17627.13,17592.2,17623.14,0
2024-02-05 12:30,17623.47,17655.77,17586.0,17619.47,0
2024-02-05 13:00,17619.4,17638.41,17607.32,17613.04,0
2024-02-06 07:30,17664.44,17680.62,17516.46,17544.04,0
2024-02-06 08:30,17543.6,17567.81,17528.07,17567.07,0
2024-02-06 09:30,17566.78,17572.15,17475.43,17511.99,0
2024-02-06 10:30,17511.06,17525.85,17495.14,17519.72,0
2024-02-06 11:30,17519.77,17543.56,17479.93,17512.78,0
2024-02-06 12:30,17512.76,17563.2,17506.19,17544.62,0
2024-02-06 13:00,17543.97,17574.39,17514.38,17572.74,0
2024-02-07 07:30,17674.59,17776.23,17637.73,17763.75,0
2024-02-07 08:30,17766.2,17784.17,17722.99,17739.14,0
2024-02-07 09:30,17739.0,17762.54,17716.12,17721.72,0
2024-02-07 10:30,17721.96,17764.53,17697.83,17764.49,0
2024-02-07 11:30,17764.33,17769.65,17745.35,17756.35,0
2024-02-07 12:30,17757.08,17777.54,17746.17,17766.82,0
2024-02-07 13:00,17767.16,17768.26,17744.61,17755.07,0
2024-02-08 07:30,17757.6,17783.1,17728.56,17751.77,0
2024-02-08 08:30,17750.6,17810.58,17747.63,17785.86,0
2024-02-08 09:30,17785.94,17814.12,17781.79,17808.38,0
2024-02-08 10:30,17808.32,17811.19,17771.37,17801.31,0
2024-02-08 11:30,17801.3,17809.12,17761.67,17763.68,0
2024-02-08 12:30,17764.12,17796.55,17749.56,17795.21,0
2024-02-08 13:00,17795.16,17795.88,17766.44,17783.17,0
2024-02-09 07:30,17820.98,17894.53,17798.81,17886.06,0
2024-02-09 08:30,17886.18,17926.55,17885.19,17904.78,0
2024-02-09 09:30,17904.71,17923.05,17889.3,17919.31,0
2024-02-09 10:30,17919.25,17956.44,17915.1,17955.7,0
2024-02-09 11:30,17955.59,17971.74,17946.3,17971.49,0
2024-02-09 12:30,17971.5,17987.9,17953.29,17955.27,0
2024-02-09 13:00,17955.18,17967.07,17950.8,17962.41,0
2024-02-12 07:30,17942.28,17976.93,17927.77,17957.6,0
2024-02-12 08:30,17957.82,18018.43,17957.17,18014.89,0
2024-02-12 09:30,18014.96,18041.46,17992.68,18004.95,0
2024-02-12 10:30,18005.2,18030.72,17970.88,17972.88,0
2024-02-12 11:30,17972.71,17972.71,17859.66,17895.09,0
2024-02-12 12:30,17894.86,17910.74,17867.09,17895.81,0
2024-02-12 13:00,17895.88,17902.96,17874.06,17882.66,0
2024-02-13 07:30,17519.8,17676.53,17518.61,17674.59,0
2024-02-13 08:30,17674.07,17717.67,17657.28,17674.4,0
2024-02-13 09:30,17674.21,17694.72,17617.18,17625.33,0
2024-02-13 10:30,17625.64,17655.5,17597.41,17607.59,0
2024-02-13 11:30,17608.25,17617.98,17525.62,17552.3,0
2024-02-13 12:30,17552.07,17577.81,17478.23,17504.78,0
2024-02-13 13:00,17504.78,17605.94,17497.65,17600.42,0
2024-02-14 07:30,17728.9,17769.6,17674.67,17762.02,0
2024-02-14 08:30,17762.88,17766.51,17635.98,17681.86,0
2024-02-14 09:30,17681.76,17692.63,17619.92,17688.83,0
2024-02-14 10:30,17688.65,17714.06,17670.84,17688.07,0
2024-02-14 11:30,17688.1,17737.06,17662.68,17707.97,0
2024-02-14 12:30,17708.28,17768.08,17701.46,17759.32,0
